4

0 -0.0555555555555556 0.166666666666667 0.444444444444445 -0.0555555555555556 0 0.444444444444445 0.166666666666667 0.166666666666667 0.444444444444445 0 -0.0555555555555556 0.444444444444445 0.166666666666667 -0.0555555555555556 0 
0.166666666666667 0.0555555555555556 -0 0.0555555555555556 0.0555555555555556 -0 -0.444444444444445 -0.166666666666667 -0 -0.444444444444445 -1.33333333333333 -0.444444444444445 0.0555555555555556 -0.166666666666667 -0.444444444444445 -0 
-0 0.0555555555555556 -0.166666666666667 -0.444444444444445 0.0555555555555556 0.166666666666667 0.0555555555555556 -0 -0.166666666666667 0.0555555555555556 -0 -0.444444444444445 -0.444444444444445 -0 -0.444444444444445 -1.33333333333333 
-1.5 -0.5 -0 -0.5 -0.5 -1.5 -0.5 -0 -0 -0.5 -0 0.5 -0.5 -0 0.5 -0 
-0 -0.444444444444445 -0.166666666666667 0.0555555555555556 -0.444444444444445 -1.33333333333333 -0.444444444444445 -0 -0.166666666666667 -0.444444444444445 -0 0.0555555555555556 0.0555555555555556 -0 0.0555555555555556 0.166666666666667 
-1.33333333333333 -0.444444444444445 -0 -0.444444444444445 -0.444444444444445 -0 0.0555555555555556 -0.166666666666667 -0 0.0555555555555556 0.166666666666667 0.0555555555555556 -0.444444444444445 -0.166666666666667 0.0555555555555556 -0 
-0 0.5 -0 -0.5 0.5 -0 -0.5 -0 -0 -0.5 -1.5 -0.5 -0.5 -0 -0.5 -1.5 
0 0.444444444444445 0.166666666666667 -0.0555555555555556 0.444444444444445 0 -0.0555555555555556 0.166666666666667 0.166666666666667 -0.0555555555555556 0 0.444444444444445 -0.0555555555555556 0.166666666666667 0.444444444444445 0 
-1.5 -0.5 0 -0.5 -0.5 0 0.5 0 0 0.5 0 -0.5 -0.5 0 -0.5 -1.5 
0 -0.5 0 0.5 -0.5 -1.5 -0.5 0 0 -0.5 -1.5 -0.5 0.5 0 -0.5 0 
