# v_1=1.00000e-1500 epsilon=0.99999e-14 N=26010.0
0.0 1.0 0.0
0.6564764823 0.944484429131 0.000776030225496
0.8156034475 0.917949033097 0.000996371623783
0.9202856349 0.892609582938 0.00116792152712
1.0051877159 0.877453832533 0.00126815576014
1.0803342355 0.860411608784 0.00136131760741
1.1500891457 0.846429104288 0.00143109424287
1.2167702057 0.825745766158 0.00153418798434
1.2817689165 0.811031780503 0.00160324161658
1.3459948623 0.793171113482 0.00167715156558
1.4100818793 0.777970433831 0.00174718397924
1.4744948632 0.763453400748 0.00178875263181
1.5395898872 0.74437283228 0.00186061644972
1.6056503289 0.729505469595 0.00191239383334
1.672909772 0.704939591362 0.00197081782754
1.7415671892 0.686064935497 0.00201914004186
1.8117974043 0.667427690588 0.00206719335334
1.8837585493 0.649274438968 0.0021190963106
1.9575975446 0.628112856574 0.00214962747026
2.0334542428 0.606113177916 0.00218433586543
2.1114646484 0.587189519562 0.00220552691487
2.1917634906 0.560041095087 0.00223172972432
2.2744863357 0.540815705359 0.00224680037078
2.3597713755 0.516363720905 0.00226094328465
2.4477609875 0.495074266146 0.00227693739935
2.5386031397 0.473658366364 0.00228705041783
2.632452698 0.449633338571 0.00229411544549
2.7294726782 0.420271274962 0.00226385775124
2.8298354822 0.400995508839 0.00225811233037
2.9337241481 0.373005273279 0.00222706367849
3.0413336432 0.349287364558 0.00219345058176
3.152872225 0.325981732143 0.00216424085729
3.268562897 0.299761077382 0.00211780405505
3.388644985 0.279093845295 0.00206544376168
3.513375854 0.257966248517 0.00201447966304
3.643032807 0.233309078084 0.00194725631579
3.777915184 0.208537887189 0.00185832004077
3.918346699 0.189535697842 0.00179463387793
4.064678064 0.168394386702 0.00170137648108
4.217289933 0.146567559751 0.00159218390412
4.37659622 0.131839135636 0.0015405330561
4.543047866 0.117241090171 0.00146522268129
4.717137107 0.100561025336 0.00135637497964
4.899402347 0.0862372918951 0.00126392113451
5.09043372 0.0719892668656 0.00114805941028
5.290879486 0.0594178057637 0.00104005974779
5.501453375 0.0498216177621 0.0009669945398
5.722943087 0.0388411954917 0.000830911444192
5.956220138 0.0318206957623 0.000760288115493
6.202251323 0.0241063149787 0.000651108483119
6.462112109 0.0176348441886 0.000539559035785
6.737002356 0.0143041951628 0.000503208068248
7.028264835 0.010012185785 0.000413128564944
7.337407171 0.00728413836804 0.000332417966298
7.66612794 0.00512052160427 0.000296117360361
8.016347897 0.00301231364509 0.000215365613662
8.390247529 0.00214297421513 0.000186151037344
8.790312501 0.00110355747044 0.000107726664762
9.21938898 0.000745653389988 9.27383684768e-05
9.680751451 0.000474426103358 9.30590408068e-05
10.178186443 0.000206787737205 5.60995585051e-05
10.716096687 7.40738013978e-05 2.65325811527e-05
11.299631779 3.0107988139e-05 9.08360090139e-06
11.934853568 1.70520455982e-05 8.80182620686e-06
12.628947522 1.02175084892e-06 2.80912336825e-07
13.390495722 5.83672352684e-06 5.03981954594e-06
14.22983351 1.71144560819e-07 1.06338298122e-07
15.15952131 2.33449209154e-08 1.22461188147e-08
16.194977485 4.07118549107e-09 3.54107532801e-09
17.355340219 2.28386071159e-11 1.4551861663e-11
18.664661314 6.56406398069e-13 2.33519581814e-13
20.153591291 5.65738800726e-14 3.50761203775e-14
21.861809007 3.40807272698e-16 2.92401876483e-16
23.841610118 4.88043225952e-19 2.02289304359e-19
26.163354891 8.71531434111e-21 8.62700593333e-21
28.924005605 5.32166723373e-27 3.69286279063e-27
32.26101113 8.64641229404e-32 4.99608697552e-32
