# v_1=1.00000e-1400 epsilon=1.00000e-8 N=6557.0
0.0 1.0 0.0
0.30464944515 0.983744846533 0.00064264423028
0.4166113824 0.971482672638 0.000950969106331
0.4869325079 0.958735484485 0.0011986662529
0.5430095866 0.951871599662 0.00136508676174
0.5921758393 0.943552326547 0.00149093259131
0.6375245363 0.936788944231 0.00161897358658
0.6806673871 0.928231457026 0.0017477377069
0.7225582977 0.918048438765 0.00192158407298
0.7638131731 0.910254817477 0.00202512781719
0.8048561214 0.896338881169 0.00220157500729
0.8459943678 0.889895334014 0.00227520124083
0.8874600514 0.882411059532 0.00235687111442
0.9294351557 0.872943970149 0.00249777052295
0.972067204 0.865803002858 0.00260300635575
1.0154795941 0.849108883205 0.00273779035239
1.059778669 0.839503004533 0.00286536981735
1.1050587145 0.830126523503 0.00294675052085
1.1514055962 0.814581961944 0.00308370450262
1.1988994756 0.796914083523 0.0032258734571
1.2476168888 0.785881677803 0.00331411247265
1.2976323746 0.769768877472 0.0034584876525
1.3490197813 0.759715685484 0.00353846853126
1.40185334 0.739097305175 0.00364680989578
1.4562085701 0.732165691397 0.00369019892621
1.5121630653 0.70240943982 0.00383967894574
1.5697971933 0.688921685354 0.00389118068203
1.6291947407 0.677903498246 0.00397721891528
1.6904435214 0.656428983693 0.00405915280045
1.7536359693 0.636127630579 0.00416353936213
1.8188697287 0.60596648792 0.00429685811507
1.8862482559 0.592622378548 0.00424732525712
1.9558814449 0.571852765657 0.00431640699481
2.0278862858 0.550398009832 0.00438975505
2.102387569 0.533416894453 0.00442718683935
2.1795186454 0.509336259163 0.00444436898679
2.2594222522 0.484145648124 0.00443862815366
2.3422514184 0.449442664108 0.00440421386432
2.4281704615 0.437449601725 0.00444198793716
2.5173560901 0.417717895898 0.00443101063511
2.6099986286 0.393943288588 0.00440820175795
2.7063033819 0.361915835172 0.00429984634335
2.8064921614 0.346439251772 0.00428500538006
2.9108049963 0.320767856428 0.00419069912882
3.0195020577 0.28678498494 0.00404176880677
3.1328658286 0.266557685715 0.0039719072963
3.251203558 0.243646030991 0.00393809753667
3.374850044 0.220110448129 0.00370544888486
3.5041708 0.200627269696 0.0036399390834
3.63956566 0.176187213492 0.0033933357768
3.781472915 0.15545525502 0.0032190010926
3.93037405 0.142937004247 0.00313335048659
4.086799201 0.122971837982 0.00288059421352
4.251333466 0.111991137209 0.00280776249825
4.424624216 0.090053219835 0.00251775281785
4.607389609 0.0703724424196 0.00217320291104
4.800428535 0.0618907580061 0.00209796375528
5.004632298 0.0521925371113 0.00191413433926
5.220998367 0.0395163509168 0.00163722794738
5.450646677 0.0297784362152 0.00139818068395
5.694839018 0.0256527903015 0.00135292398791
5.955002224 0.016679603957 0.00101661718366
6.232756081 0.0110654149425 0.000793869418281
6.529947075 0.00817887741843 0.000697087366449
6.848689496 0.00572831085533 0.000561241139407
7.191415816 0.00439986247999 0.000521159339471
7.560938881 0.00224723492084 0.000325890710981
7.960529288 0.00197964644935 0.000375957789923
8.39401245 0.000577275423378 0.000133091603792
8.865891452 0.000489042692602 0.000176181934734
9.38150407 0.00012448535858 6.07782259265e-05
9.947225562 9.87860645332e-05 4.94751176406e-05
10.570733609 4.99091273319e-05 3.48118374776e-05
11.261358813 2.62971914088e-05 2.45818321501e-05
12.030554812 7.49092313752e-07 4.39708945969e-07
12.892538544 3.59052834421e-07 2.05821868691e-07
13.865177061 1.21333763243e-08 6.52004835367e-09
14.97123932 1.30939235919e-09 1.0916754448e-09
16.240201044 3.43894623727e-11 1.86263356644e-11
17.710910434 9.62556932915e-13 3.90431582714e-13
19.435635118 1.21059678017e-14 7.17309570436e-15
21.486404216 2.87206092169e-18 1.51024258587e-18
23.965322604 5.72697477834e-20 5.67561582188e-20
