# v_1=0.99999e-1400 epsilon=0.99999e-14 N=45801.0
0.0 1.0 0.0
0.18747658163 0.994341221668 0.000116640108312
0.25637623533 0.989945920912 0.000177417361385
0.29965077409 0.986379879093 0.00021981842824
0.3341597456 0.983045107236 0.000255882145296
0.3644159011 0.979186332072 0.000293415117449
0.3923227916 0.976900483862 0.000315289285412
0.4188722382 0.97329660065 0.000349244140188
0.4446512601 0.969864512867 0.000378834852963
0.4700388757 0.966837120354 0.000405534765417
0.4952960747 0.96348337126 0.000432426564141
0.5206119186 0.960249144082 0.000458174856483
0.5461292624 0.955838758087 0.000491607762203
0.5719600958 0.951560760774 0.000521672574793
0.5981952024 0.947685134077 0.00054876514291
0.6249105194 0.943966689413 0.000573796132522
0.6521714886 0.938236143941 0.000610266677042
0.680036132 0.934411546801 0.000632604990376
0.70855729 0.929282922134 0.000666244829204
0.7377842927 0.921880953982 0.000710940213231
0.7677642392 0.916858648699 0.000737116331736
0.7985429997 0.91090281937 0.000781344617212
0.8301660193 0.906179418323 0.000795593271846
0.8626789784 0.895953489266 0.000844288617744
0.8961283508 0.890803156015 0.000875567862857
0.9305618863 0.882637835117 0.000906093698952
0.966029042 0.874610033816 0.000946501248389
1.0025813789 0.866740160453 0.000980730386581
1.0402729362 0.857251893888 0.00101707659878
1.0791605965 0.847313860521 0.00105417424383
1.1193044484 0.837338247744 0.00109439168628
1.1607681575 0.826488141019 0.00113651411756
1.2036193507 0.814761195707 0.00117683665497
1.247930022 0.802419904817 0.00121294742862
1.2937769655 0.790947859456 0.00124658123318
1.3412422433 0.779264937867 0.00128397575107
1.3904136936 0.762407817317 0.00133018668286
1.4413854882 0.748084737732 0.00136489977006
1.4942587455 0.733766963297 0.00140205683313
1.5491422093 0.71750403346 0.00143135429922
1.6061530022 0.702893481314 0.00146614495522
1.6654174658 0.682999050072 0.00149942205951
1.7270720993 0.666409205976 0.00153301062042
1.7912646131 0.648521609187 0.00155783610589
1.8581551124 0.627665239106 0.0015886567691
1.927917433 0.605481630346 0.00161629335109
2.0007406513 0.582096175831 0.00163477522626
2.0768307969 0.56407459845 0.0016496110937
2.1564128002 0.542872727679 0.00166501042883
2.2397327143 0.515651056991 0.00168150387361
2.3270602559 0.490793612614 0.0016849893357
2.4186917232 0.464074435002 0.00168461990182
2.5149533547 0.441588801938 0.00168227494676
2.6162052103 0.41630075556 0.00168683258481
2.7228456719 0.389418208184 0.00166021452373
2.8353166825 0.361084876198 0.00163397466108
2.9541098681 0.333114006108 0.00160719948496
3.0797737219 0.304250785486 0.00156237740793
3.212922072 0.277857252745 0.00153065975283
3.354244109 0.251872699487 0.00147707155364
3.504516318 0.225385173044 0.00142607904896
3.664616753 0.199324866084 0.00135989185125
3.835542203 0.171794810757 0.00127369317262
4.018428969 0.146592042247 0.00118452356247
4.214578151 0.124106593535 0.00110180701456
4.425486656 0.103858667702 0.00101945343456
4.652885465 0.0838830062881 0.000911606311622
4.898787254 0.0672677555852 0.000821948600778
5.165546123 0.0513771438473 0.000714380458879
5.455933201 0.0385000902512 0.000619001580802
5.773233274 0.0273006039435 0.000511832862451
6.121369576 0.0185516282996 0.000420140763175
6.505066836 0.0123231328113 0.000337550739932
6.930066961 0.00730780169972 0.000255809176204
7.403418346 0.00424443226013 0.000187954926871
7.933869873 0.00214603718507 0.000133780441892
8.532416652 0.000997453296841 8.29820881894e-05
9.21307035 0.000315932467157 4.09195879797e-05
9.993969873 0.000122625546599 3.33448858136e-05
10.899021806 2.05807701346e-05 3.54687920719e-06
11.960390842 2.35477722765e-06 6.69152371755e-07
13.222402594 6.27644239216e-07 4.20275845364e-07
14.747890833 4.92747799765e-09 2.20118824545e-09
