# v_1=1.0000000000e-3000 epsilon=1.0000000000e-20 N=260.0
0.0 1.0 0.0
0.1 0.99696256232 0.00417993134059
0.122862535599 0.995474925887 0.00382324067266
0.150952026539 0.993589587435 0.000335821153118
0.185463487344 0.988255650477 0.00655915494244
0.227865143162 0.983435831843 0.00633454658547
0.279960892636 0.977440752331 0.00654282969409
0.34396705138 0.967445396731 0.00891548439144
0.422606640951 0.954567635541 0.00982293858246
0.519225234684 0.920047012862 0.0154793484518
0.637933288804 0.889666384045 0.0165885346466
0.783781014057 0.826799642567 0.0199617715978
0.962973227417 0.761626776339 0.0240370159491
1.18313332435 0.685058020914 0.0249733314949
1.45362760181 0.57069811225 0.0278929938283
1.78596372976 0.492748407839 0.026271189893
2.19428032327 0.342072686942 0.0262488455891
2.69594844333 0.180608247624 0.0211215800745
3.31231061592 0.097423116359 0.0138138903463
4.06958880965 0.0397053186839 0.00843150189654
5.0 0.0126798846757 0.00392514964452
