# v_1=1.00000e-1500 epsilon=1.00000e-8 N=10000.0
0.0 1.0 0.0
0.468911773 0.969319568417 0.000836917037262
0.5825738911 0.956884155443 0.00106623668306
0.6573468821 0.943220286476 0.00127544618549
0.7179912256 0.934049115166 0.00140475253789
0.7716673111 0.925369694623 0.00152345129983
0.8214922469 0.916578953219 0.00162604599359
0.8691215755 0.909072183607 0.00172520473602
0.9155492261 0.894610751431 0.00186111101962
0.9614249016 0.888181771453 0.00195464670013
1.0072013424 0.876029362366 0.00204701168299
1.0532106166 0.870461254242 0.00210912358157
1.0997070623 0.86202590648 0.00221941140322
1.1468930921 0.84517514951 0.00235147281297
1.1949355514 0.833885152091 0.00242976643643
1.2439765637 0.823509344031 0.00251971507197
1.294141003 0.812149910778 0.00258722766303
1.3455418209 0.797657033741 0.00269078663398
1.3982839604 0.782698789263 0.00286331713113
1.4524673163 0.775605532762 0.00284811391692
1.5081890346 0.755240177435 0.00296127339648
1.5655453504 0.739596585603 0.00303897180513
1.6246330969 0.722806185253 0.00309694407951
1.6855509825 0.712015871903 0.00317652964509
1.7484007053 0.689326345234 0.00325044477639
1.8132879569 0.671593900225 0.00331997785135
1.8803233557 0.649162820022 0.00338086624897
1.9496233415 0.6396518174 0.00343274050374
2.0213110587 0.609165768937 0.00351645858072
2.0955172487 0.590948868709 0.00357209466462
2.1723811737 0.571348701867 0.00359734875657
2.2520515893 0.549374280538 0.0036461419242
2.3346877838 0.531169252391 0.00365836273005
2.4204607036 0.50421209038 0.00368750093684
2.5095541816 0.482945548273 0.00370055936423
2.6021662911 0.462321999044 0.00369515468151
2.6985108458 0.430937672179 0.0036770011916
2.7988190709 0.406568852687 0.00364276820598
2.9033414749 0.387139141677 0.00364395750819
3.0123499525 0.355794240309 0.00357462619571
3.1261401577 0.336885481023 0.00352363345806
3.24503419 0.312956382803 0.0034695085871
3.369383648 0.28521529086 0.00335450359514
3.499573105 0.26886680976 0.00331691888313
3.636024086 0.242172176508 0.00322438752087
3.779199633 0.215444841577 0.00304924627488
3.929609553 0.19160781008 0.00292863535615
4.087816491 0.169664318598 0.00278032535008
4.254442956 0.150485068477 0.00263725704519
4.430179516 0.132140298125 0.00250678400664
4.615794364 0.113450946962 0.0023281324775
4.81214454 0.0921344055039 0.00208557777124
5.020189168 0.0760195055821 0.00191529041679
5.241005122 0.065361529736 0.00180387721594
5.475805671 0.0500164550475 0.00153994092279
5.725962783 0.0426389319363 0.00143935506492
5.993033949 0.0287044923471 0.00112291951181
6.278794643 0.0236978990194 0.00106392454364
6.585277842 0.0186336310606 0.0013181404724
6.914822465 0.0129648875229 0.000764238619122
7.270133174 0.0075026875978 0.000523648762057
7.654354776 0.00626249542552 0.000571340655288
8.071165556 0.00304571378863 0.000351799028037
8.524895405 0.00204911265675 0.000285567931543
9.020676801 0.00112392302032 0.000213385678588
9.564639801 0.000624573878178 0.000167282450841
10.164166793 0.000276381874375 0.000108966904147
10.828229507 2.5110080361e-05 9.47409284295e-06
11.567841061 1.50691652981e-05 7.87652962882e-06
12.396671585 2.47871196967e-06 7.10353045671e-07
13.331900939 2.61602260658e-06 1.41580111257e-06
14.395422351 2.4672850319e-07 1.68366927555e-07
15.615577862 3.30900895986e-09 1.39050541242e-09
17.029721513 4.45773744813e-11 2.05575890926e-11
18.688110637 5.00718227197e-13 2.28948850945e-13
20.660004003 9.25645910797e-15 6.17531089884e-15
23.043579379 4.84637972665e-18 2.4562054054e-18
