# v_1=1.00000e-1500 epsilon=0.99999e-14 N=26030.0
0.0 1.0 0.0
0.468911773 0.969472973059 0.000517156616518
0.5825738911 0.954113574386 0.000683787253864
0.6573468821 0.942404907474 0.000793559580158
0.7179912256 0.932877262569 0.000876457589723
0.7716673111 0.921474194207 0.000965751774384
0.8214922469 0.911247807145 0.00104178846666
0.8691215755 0.902268120725 0.00110874125811
0.9155492261 0.894812679069 0.00115235499659
0.9614249016 0.885314160851 0.00121640603409
1.0072013424 0.874038787012 0.00129096059621
1.0532106166 0.861508040645 0.00136763738532
1.0997070623 0.852789953619 0.00140525171711
1.1468930921 0.839803922923 0.00148484119536
1.1949355514 0.828958337829 0.00152891045832
1.2439765637 0.818457052559 0.00157931986648
1.294141003 0.805061057005 0.00163618495119
1.3455418209 0.793381419559 0.00169306813885
1.3982839604 0.775721051615 0.0017518209693
1.4524673163 0.761638951225 0.00180744771502
1.5081890346 0.750769168646 0.00184521588182
1.5655453504 0.732999252908 0.00190385925401
1.6246330969 0.713664330647 0.00194970341359
1.6855509825 0.698527107495 0.00200406036427
1.7484007053 0.681280709889 0.00205850518866
1.8132879569 0.664320412238 0.00208814325951
1.8803233557 0.646729240476 0.00211701618813
1.9496233415 0.631263804289 0.00214949478443
2.0213110587 0.603243471675 0.00219112847184
2.0955172487 0.583005031959 0.00221819275356
2.1723811737 0.56031887314 0.00223784249493
2.2520515893 0.542721703462 0.00226177771141
2.3346877838 0.523873020237 0.00227364169461
2.4204607036 0.497683121682 0.00228598243549
2.5095541816 0.472569501029 0.00228290939629
2.6021662911 0.449116275098 0.00228795839993
2.6985108458 0.424053024384 0.00226890613942
2.7988190709 0.401391594685 0.00226923260996
2.9033414749 0.373149492085 0.00223268160609
3.0123499525 0.350574235615 0.00220519578724
3.1261401577 0.327242132971 0.00217111001332
3.24503419 0.304474501152 0.00217152099343
3.369383648 0.280661347851 0.00208058175316
3.499573105 0.252870427487 0.00201448623657
3.636024086 0.231017983938 0.00195337562839
3.779199633 0.20825897474 0.00187662707293
3.929609553 0.18889941846 0.00181816121119
4.087816491 0.162973570593 0.00168247041466
4.254442956 0.142668526305 0.00159754864936
4.430179516 0.119845961561 0.00147424046772
4.615794364 0.107811725594 0.00141157115477
4.81214454 0.0897497917374 0.00128966811333
5.020189168 0.072186388403 0.0011533006764
5.241005122 0.0615775543708 0.00107543462858
5.475805671 0.0492375983778 0.000950289301998
5.725962783 0.0396621480203 0.000853116173508
5.993033949 0.0291351759541 0.000721138164966
6.278794643 0.0220714101173 0.000629310839053
6.585277842 0.0156260194093 0.000513006740981
6.914822465 0.0109240329543 0.000436209146519
7.270133174 0.00708163060992 0.000337320108207
7.654354776 0.00471095979447 0.000275757350502
8.071165556 0.00278512383675 0.000196968745187
8.524895405 0.00154999974595 0.000141259808724
9.020676801 0.00089870504939 0.000124691338531
9.564639801 0.00035737980978 6.06241607608e-05
10.164166793 0.000134424954954 2.21386204312e-05
10.828229507 7.33187719467e-05 3.1824640199e-05
11.567841061 2.10601304959e-05 1.00638209376e-05
12.396671585 1.21972145599e-05 7.83448509105e-06
13.331900939 8.68679119425e-07 3.96695184292e-07
14.395422351 1.47972117078e-08 4.88308405795e-09
15.615577862 8.84554000405e-08 8.40116323741e-08
17.029721513 3.99198659976e-10 3.47866823187e-10
18.688110637 1.04846812368e-12 4.42602025294e-13
20.660004003 9.80169260069e-15 4.13818110374e-15
23.043579379 1.94412671105e-17 1.68488544192e-17
