# v_1=1.00000e-1600 epsilon=1.00000e-8 N=11445.0
0.0 1.0 0.0
0.05991450454 0.999159296456 5.1655734605e-05
0.15390194802 0.994370353096 0.000208731661768
0.20041381858 0.990447921747 0.000307943342661
0.23525856244 0.986793393451 0.000392008505308
0.26490712133 0.984088090925 0.000444359068851
0.29177262221 0.980017898499 0.000523967401376
0.3170316083 0.978631892346 0.00056005874575
0.341350826 0.973705015689 0.000640513575827
0.365147195 0.970803794557 0.000688269638446
0.3887004426 0.967530637402 0.000740216869677
0.4122086282 0.962557068197 0.000815966655911
0.435818219 0.95812938155 0.000887830230073
0.4596416089 0.955624117544 0.000920844280729
0.4837679313 0.948598409001 0.00101099740632
0.5082700585 0.945297046219 0.00105731834237
0.5332093169 0.940218345597 0.00112601729198
0.5586387723 0.932399593203 0.00120664938867
0.5846055866 0.92819534088 0.00126992424558
0.6111527525 0.92041044631 0.00135449223085
0.6383203986 0.915232448397 0.0014033625518
0.6661467946 0.910128757103 0.00145936072492
0.6946691389 0.902871331212 0.00152656415684
0.7239241909 0.898107945914 0.00158719172997
0.7539487875 0.888327494783 0.00168277271973
0.7847802763 0.878369540804 0.00176833271398
0.8164568873 0.867294417583 0.00185696824886
0.8490180598 0.858744215993 0.00191313279617
0.8825047396 0.849843173144 0.00198287988979
0.9169596537 0.840578289272 0.00204902074699
0.9524275748 0.83188548816 0.00212610331676
0.9889555797 0.815981028883 0.00223530399499
1.0265933082 0.806482981619 0.00228860893051
1.0653932285 0.795506165036 0.00237268987627
1.1054109125 0.784357939606 0.00240435623493
1.1467053266 0.76731462811 0.00251277557081
1.1893391414 0.751371359801 0.0025953764469
1.2333790641 0.735504504616 0.00266990484639
1.2788961994 0.72673287889 0.00273239630425
1.3259664425 0.707914251255 0.00280547322886
1.3746709084 0.690092737603 0.0028701330215
1.4250964049 0.669078317944 0.00293698036694
1.4773359539 0.657262319996 0.00296813850507
1.5314893672 0.631541803636 0.00305391337866
1.5876638865 0.611109986806 0.00309971939279
1.6459748944 0.593556265233 0.00312562715772
1.7065467074 0.569582096724 0.00317609447505
1.7695134619 0.551101810041 0.00321981803105
1.8350201071 0.531745884483 0.00326557285167
1.9032235198 0.504014106952 0.00324618894517
1.9742937595 0.484034193413 0.00325377063969
2.0484154844 0.461100414455 0.00328972484076
2.1257895543 0.436561706526 0.00326737599656
2.2066348485 0.415371862854 0.00325249146307
2.2911903335 0.389089916835 0.00323750459041
2.3797174229 0.359540207172 0.00317441766002
2.4725026767 0.337260950623 0.00312115341859
2.5698609002 0.306850311276 0.00306998561609
2.6721387124 0.289335814818 0.00302240714411
2.7797186696 0.2646432663 0.00292724774817
2.8930240465 0.237192286808 0.00281565787211
3.0125244026 0.215585306632 0.00270852516469
3.1387420867 0.190938330799 0.00258720920254
3.272259869 0.171660205494 0.00249654943777
3.413729941 0.148897138792 0.00233461569574
3.563884564 0.127358359218 0.00218439482613
3.723548753 0.109888756227 0.00203300996315
3.893655437 0.0910609307909 0.00185960858703
4.075263705 0.0764574638342 0.0016999665581
4.269580874 0.0614389289276 0.00151595500544
4.477989365 0.0482698139778 0.00134219570183
4.702079638 0.0382668400329 0.00120331710927
4.943690863 0.0282181397854 0.00102739208557
5.204961505 0.0193329864621 0.000797111215529
5.488392796 0.0141497901746 0.000698051744056
5.79692906 0.00860191803856 0.000509047478337
6.134060382 0.00618787259534 0.000457341994987
6.5039552 0.0034503590492 0.000302866427596
6.911633535 0.00164124145894 0.000190645563245
7.363196165 0.00105947980689 0.000182368025131
7.866132009 0.000477336884078 0.000107341552719
8.429736754 0.000237474357517 8.24054050784e-05
9.065692706 0.000123688677741 7.83525625664e-05
9.788887258 1.40449822295e-05 9.48078799589e-06
10.618593 5.12050599726e-06 3.37494570713e-06
11.580210677 1.75732620702e-07 1.19069119913e-07
12.707915278 2.00874711975e-07 1.9643175169e-07
14.048802764 5.5697115114e-09 5.22514843693e-09
15.669634017 1.82383056807e-12 5.59701763369e-13
